DB_NAME,CDM_TABLE_NAME,CONCEPT_ID,CONCEPT_NAME,SEASONALITY_SCORE,IS_STATIONARY
Synthea,OBSERVATION,4048169,"Allergy to dust mite protein",0.2,TRUE
Synthea,OBSERVATION,4060985,"Body mass index 30+ - obesity",0.15,TRUE
Synthea,OBSERVATION,4174876,"Allergy to bee venom",0.25,TRUE
Synthea,OBSERVATION,4219399,"Allergy to fish",0.31,TRUE
Synthea,OBSERVATION,4240902,"Allergy to peanut",0.27,TRUE
Synthea,OBSERVATION,4302207,"Allergy to grass pollen",0.18,TRUE
Synthea,OBSERVATION,4304110,"Allergy to mold",0.25,TRUE
Synthea,OBSERVATION,4306014,"Allergy to tree pollen",0.18,TRUE
Synthea,OBSERVATION,4323208,"History of appendectomy",0.21,TRUE
Synthea,OBSERVATION,4324181,"History of cardiac arrest",0.26,TRUE
Synthea,OBSERVATION,36304558,"Objective assessment of cardiovascular disease NYHA",0.22,TRUE
Synthea,OBSERVATION,36305408,"Response to cancer treatment",0.14,TRUE
Synthea,OBSERVATION,36305765,"Functional capacity NYHA",0.22,TRUE
Synthea,OBSERVATION,40758406,"HIV status",0.13,FALSE
Synthea,OBSERVATION,40766240,"Are you covered by health insurance or some other kind of health care plan [PhenX]",0.13,FALSE
Synthea,OBSERVATION,40771960,"Cause of death [US Standard Certificate of Death]",0.16,TRUE
Synthea,OBSERVATION,42869557,"Housing status",0.13,FALSE
Synthea,OBSERVATION,42869860,"Total score [MMSE]",0.17,TRUE
Synthea,OBSERVATION,43054909,"Tobacco smoking status",0.12,FALSE
Synthea,OBSERVATION,45766064,"History of single seizure",0.42,TRUE
Synthea,OBSERVATION,46234710,"Symptom",0.22,TRUE
Synthea,OBSERVATION,46235214,"Sexual orientation",0.13,FALSE
Synthea,OBSERVATION,46235652,"Pain severity in the past week - 0-10 numeric rating [Reported]",0.34,TRUE
Synthea,PROCEDURE_OCCURRENCE,4015590,"Counseling for termination of pregnancy",0.15,TRUE
Synthea,PROCEDURE_OCCURRENCE,4015701,"Cesarean section",0.29,TRUE
Synthea,PROCEDURE_OCCURRENCE,4018619,"Screening for occult blood in feces",0.13,TRUE
Synthea,PROCEDURE_OCCURRENCE,4024289,"Radiography of ankle",0.27,TRUE
Synthea,PROCEDURE_OCCURRENCE,4035793,"Pulmonary rehabilitation",0.21,TRUE
Synthea,PROCEDURE_OCCURRENCE,4037675,"Brief general examination",0.11,FALSE
Synthea,PROCEDURE_OCCURRENCE,4043071,"Cognitive and behavioral therapy",0.12,TRUE
Synthea,PROCEDURE_OCCURRENCE,4047491,"Radiography of humerus",0.08,TRUE
Synthea,PROCEDURE_OCCURRENCE,4057420,"Catheter ablation of tissue of heart",0.08,TRUE
Synthea,PROCEDURE_OCCURRENCE,4058899,"Plain X-ray of clavicle",0.2,TRUE
Synthea,PROCEDURE_OCCURRENCE,4059978,"Insertion of subcutaneous contraceptive",0.12,FALSE
Synthea,PROCEDURE_OCCURRENCE,4060626,"Ultrasound scan for fetal viability",0.03,FALSE
Synthea,PROCEDURE_OCCURRENCE,4064377,"Depression screening",0.08,FALSE
Synthea,PROCEDURE_OCCURRENCE,4075363,"Auscultation of the fetal heart",0.03,FALSE
Synthea,PROCEDURE_OCCURRENCE,4078199,"Epidural anesthesia",0.14,TRUE
Synthea,PROCEDURE_OCCURRENCE,4078793,"Direct current cardioversion",0.06,FALSE
Synthea,PROCEDURE_OCCURRENCE,4107731,"Subcutaneous immunotherapy",0.03,FALSE
Synthea,PROCEDURE_OCCURRENCE,4125906,"Suture open wound",0.11,FALSE
Synthea,PROCEDURE_OCCURRENCE,4127260,"Augmentation of labor",0.29,FALSE
Synthea,PROCEDURE_OCCURRENCE,4134565,"Hearing examination",0.02,FALSE
Synthea,PROCEDURE_OCCURRENCE,4146053,"Manual pelvic examination",0.29,TRUE
Synthea,PROCEDURE_OCCURRENCE,4146536,"Renal dialysis",0.03,FALSE
Synthea,PROCEDURE_OCCURRENCE,4150653,"Fetal anatomy study",0.08,FALSE
Synthea,PROCEDURE_OCCURRENCE,4150970,"Medical induction of labor",0.2,TRUE
Synthea,PROCEDURE_OCCURRENCE,4151422,"Sputum examination",0.08,TRUE
Synthea,PROCEDURE_OCCURRENCE,4162736,"Oxygen administration by mask",0.15,TRUE
Synthea,PROCEDURE_OCCURRENCE,4163708,"Vaccination for diphtheria, pertussis, and tetanus",0.06,FALSE
Synthea,PROCEDURE_OCCURRENCE,4163872,"Plain chest X-ray",0.47,TRUE
Synthea,PROCEDURE_OCCURRENCE,4163951,"Electrocardiographic procedure",0.11,TRUE
Synthea,PROCEDURE_OCCURRENCE,4166761,"Rectal polypectomy",0.12,TRUE
Synthea,PROCEDURE_OCCURRENCE,4168236,"Evaluation of uterine fundal height",0.03,FALSE
Synthea,PROCEDURE_OCCURRENCE,4170947,"Bone immobilization",0.15,TRUE
Synthea,PROCEDURE_OCCURRENCE,4181917,"Electroencephalogram",0.87,TRUE
Synthea,PROCEDURE_OCCURRENCE,4186930,"Replacement of intrauterine contraceptive device",0.17,TRUE
Synthea,PROCEDURE_OCCURRENCE,4187458,"Review of systems",0.11,FALSE
Synthea,PROCEDURE_OCCURRENCE,4191853,"Allergy screening test",0.14,TRUE
Synthea,PROCEDURE_OCCURRENCE,4195645,"Rubella screening test",0.07,FALSE
Synthea,PROCEDURE_OCCURRENCE,4195803,"Bone density scan",0.17,TRUE
Synthea,PROCEDURE_OCCURRENCE,4196006,"Placing subject in prone position",0.15,TRUE
Synthea,PROCEDURE_OCCURRENCE,4199276,"Removal of subcutaneous contraceptive",0.17,FALSE
Synthea,PROCEDURE_OCCURRENCE,4199458,"Passive immunization",0.11,TRUE
Synthea,PROCEDURE_OCCURRENCE,4202451,"Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance",0.22,TRUE
Synthea,PROCEDURE_OCCURRENCE,4230911,"Echocardiography",0.1,TRUE
Synthea,PROCEDURE_OCCURRENCE,4234541,"Cytopathology procedure, preparation of smear, genital source",0.07,FALSE
Synthea,PROCEDURE_OCCURRENCE,4238715,"Removal of intrauterine device",0.14,TRUE
Synthea,PROCEDURE_OCCURRENCE,4240345,"Physical examination",0.06,FALSE
Synthea,PROCEDURE_OCCURRENCE,4243062,"Radiography of wrist",0.27,TRUE
Synthea,PROCEDURE_OCCURRENCE,4249893,"Colonoscopy",0.06,FALSE
Synthea,PROCEDURE_OCCURRENCE,4254766,"Digital examination of rectum",0.21,TRUE
Synthea,PROCEDURE_OCCURRENCE,4273629,"Chemotherapy",0.1,FALSE
Synthea,PROCEDURE_OCCURRENCE,4275113,"Insertion of intrauterine contraceptive device",0.1,FALSE
Synthea,PROCEDURE_OCCURRENCE,4276519,"Extraction of wisdom tooth",0.13,TRUE
Synthea,PROCEDURE_OCCURRENCE,4293740,"Injection of tetanus antitoxin",0.23,TRUE
Synthea,PROCEDURE_OCCURRENCE,4295880,"Intramuscular injection",0.08,FALSE
Synthea,PROCEDURE_OCCURRENCE,4309550,"Heart failure education",0.12,TRUE
Synthea,PROCEDURE_OCCURRENCE,4311671,"Episiotomy",0.18,FALSE
Synthea,PROCEDURE_OCCURRENCE,4324693,"Mammography",0.19,FALSE
Synthea,PROCEDURE_OCCURRENCE,4326177,"Medication Reconciliation",0.04,FALSE
Synthea,PROCEDURE_OCCURRENCE,35621760,"Assessment using New York Heart Association Classification",0.2,TRUE
Synthea,PROCEDURE_OCCURRENCE,36713048,"High resolution computed tomography of chest without contrast",0.02,FALSE
Synthea,PROCEDURE_OCCURRENCE,37018340,"Induced termination of pregnancy",0.15,TRUE
Synthea,PROCEDURE_OCCURRENCE,40481948,"Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using FISH screening technique",0.09,FALSE
Synthea,PROCEDURE_OCCURRENCE,45766298,"Combined chemotherapy and radiation therapy",0.03,FALSE
Synthea,VISIT_OCCURRENCE,9201,"Inpatient Visit",0.06,TRUE
Synthea,VISIT_OCCURRENCE,9202,"Outpatient Visit",0.03,TRUE
Synthea,VISIT_OCCURRENCE,9203,"Emergency Room Visit",0.23,TRUE
